,Date,Agas,Almas,Aminyekom,Asam,Asas,Atimes,Atlas,Bazr,Firouze,Ofogmellat
196,13990615,76822.13,127721.15,10649.35,117370.01,164654.77,252920.53,204086.52,119380.37,192240.26,156035.72
197,13990616,76615.77,128314.43,10649.35,116303.59,165471.19,260313.12,205984.7,118955.11,196191.66,157234.57
198,13990617,71355.39,122868.42,10649.35,112001.27,155387.78,242223.99,193375.65,112112.39,182958.82,142653.44
199,13990618,67781.77,118015.69,10659.36,108735.62,143816.18,220869.72,182803.22,108178.79,174434.66,135421.35
200,13990619,67781.77,122520.47,10629.33,112523.57,151290.8,238075.67,188708.45,114431.96,182085.05,142721.66
201,13990622,67781.77,129191.15,10609.32,113736.67,162100.48,256594.45,201888.37,117891.98,194851.87,150967.41
202,13990623,67781.77,123815.51,10549.26,109559.22,159865.22,242392.08,199409.29,112982.23,192609.18,143092.04
203,13990624,67781.77,125890.51,10499.22,110495.8,164876.71,241724.72,204915.22,117109.12,201385.77,147439.09
204,13990625,80360.06,131024.73,10429.16,111734.66,171962.94,253156.24,213925.56,120385.51,210405.07,155782.31
205,13990626,82519.03,129440.38,10429.16,111022.07,172553.46,253728.11,215813.71,120056.91,210958.46,157604.95
206,13990629,81142.31,125606.09,10509.23,109750.5,170957.27,247442.47,214493.41,118520.19,209647.8,152059.05
207,13990630,76694.82,121080.78,10499.22,107702.9,165616.84,240316.42,206701.04,115475.76,203890.59,146795.8
208,13990631,73866.06,118924.66,10519.24,105311.4,160114.9,229266.82,197446.9,110382.38,193308.2,142877.61
209,13990701,77319.42,120840.34,10319.06,108463.07,164276.28,236111.41,206529.48,113842.4,199706.18,146912.77
210,13990702,79909.18,122833.24,10339.08,107624.61,166817.69,239543.65,212946.37,118761.81,202162.46,150967.41
211,13990705,78732.29,120730.87,10339.08,105116.15,168339.57,235767.29,211493.64,115475.76,202278.96,150275.39
212,13990706,73422.22,117279.72,10339.08,101716.71,162701.89,228579.58,200832.93,109918.47,191473.28,140713.83
213,13990707,70356.47,112729.98,10369.11,100178.53,155716.73,219950.74,191805.54,106845.04,177570.54,136483.74
214,13990708,73377.03,116863.35,10359.1,100583.89,159314.33,222714.63,195979.13,107521.58,182560.77,142799.64
215,13990709,75538.01,118508.29,10329.07,101455.06,162269.9,223520.23,203088.27,108652.37,185405.39,142906.85
216,13990712,78855.8,122444.24,10329.07,102922.87,167074.31,231369.33,209906.47,113436.48,193531.5,146464.42
217,13990713,75529.98,119662.59,10349.09,102068.55,163239.9,223396.9,202912.7,113813.41,190269.41,139963.33
218,13990714,73994.59,117576.84,10359.1,101338.11,161594.17,220666.83,199714.29,109454.55,186774.31,138101.7
219,13990715,76579.92,119976.76,10349.09,100612.9,159965.04,222375.24,202303.39,109454.55,190220.86,143433.18
220,13990716,75001.97,120045.91,10359.1,103159.49,165535.09,222840.9,200664.22,113533.12,191123.77,143511.15
221,13990719,73175.12,117875.51,10389.12,103922.09,164840.67,218190.17,198604.39,113262.51,188949.04,141971.16
222,13990720,75520.41,120950.56,10379.12,105944.21,168096.98,224079.72,204432.34,117138.12,193512.08,145938.09
223,13990721,73533.21,117332.91,10379.12,107078.76,164409.11,218979.05,203016.33,115166.49,187929.63,142487.74
224,13990722,73394.5,115581.23,10399.13,107127.96,163489.11,218826.77,202652.95,114209.66,187784.0,142741.16
225,13990723,71956.24,115257.59,10409.14,106296.48,163530.3,216551.51,200888.37,112817.92,185987.91,141863.95
226,13990727,68581.94,113918.86,10409.14,103460.6,158400.64,210932.13,196990.89,109473.88,180444.29,138208.92
227,13990728,63880.54,111931.9,10409.14,101188.54,150834.63,192567.95,188054.45,104438.49,171075.48,131113.28
228,13990729,62725.61,114115.74,10409.14,99605.29,146861.35,186771.74,180437.24,101316.74,165580.4,125528.4
229,13990730,66041.87,116417.7,10399.13,101547.7,154275.33,195419.89,188789.11,104477.15,169327.93,130928.1
230,13990803,62213.07,110528.82,10218.97,98729.53,148697.44,188215.88,179531.74,100456.57,158483.41,124963.08
231,13990805,60166.84,107736.12,10218.97,97164.97,145540.19,179908.63,173111.32,98533.26,152172.81,119621.87
232,13990806,59682.83,105988.28,10208.97,95776.55,141802.31,179368.3,172206.82,97151.18,147153.46,115401.52
233,13990807,60371.47,104078.14,10208.97,95272.74,141954.33,179017.58,172091.29,97363.81,146551.52,113091.54
234,13990810,63818.57,107634.32,10218.97,96661.17,147410.61,185334.47,178833.61,100379.25,154153.37,119290.48
235,13990811,61549.03,105700.17,10219.98,94902.76,145437.21,179118.77,173383.86,96329.67,148541.79,114865.45
236,13990812,61032.55,105548.44,10220.98,94441.26,146741.69,177472.25,172375.67,94638.32,145085.52,114309.89
237,13990814,64370.46,106609.63,10215.97,95495.13,150681.63,185384.58,179431.02,98156.33,153269.88,120411.35
238,13990817,59701.53,103731.45,10219.98,93422.82,143071.48,171208.41,168257.01,93062.95,140677.81,113130.53
239,13990818,56275.08,101682.06,10231.99,91493.2,134558.99,164869.9,162514.97,90163.49,127852.73,104485.16
240,13990819,58219.0,102032.59,10237.99,91507.96,135936.05,169246.54,165990.8,91719.53,132134.23,107116.78
241,13990820,59778.26,100683.29,10244.0,91919.27,141261.88,172486.52,168983.77,92405.74,136027.38,112282.56
242,13990821,60282.93,102105.57,10248.0,92633.66,143950.29,181007.94,169246.43,93062.95,140580.72,117925.93
243,13990824,63688.71,105308.35,10259.01,95345.56,151452.55,189194.36,176698.74,96948.22,152017.47,128199.01
244,13990825,62856.45,105655.04,10266.02,95103.49,150886.62,187086.11,176962.39,96658.28,151687.38,127087.88
245,13990826,62591.82,104242.36,10267.02,95349.49,148779.83,184284.28,175939.39,97267.16,153464.05,124787.64
246,13990827,64186.49,105041.37,10264.01,96241.98,152812.94,187976.17,181978.65,99847.68,157862.06,126415.35
247,13990828,67852.97,113088.16,10269.02,100773.3,157456.12,197777.67,190246.59,103752.29,166706.6,130752.65
248,13990901,68784.59,109725.01,10148.91,99334.69,159896.38,199040.07,193882.39,104854.08,168308.52,131815.05
249,13990902,68027.1,106678.77,10154.92,97535.94,158784.14,196509.38,189783.48,102776.13,163813.44,127887.11
250,13990903,69878.54,109402.33,10151.92,98760.03,160476.05,203217.27,192479.22,104970.06,169920.15,129612.28
251,13990904,68431.42,109285.17,10151.92,98871.23,160455.45,200742.58,191307.12,102389.54,166182.34,126805.22
252,13990905,69110.22,108877.98,10150.91,99886.71,162165.01,203223.17,191894.65,102524.85,166094.96,126425.1
253,13990908,69420.1,110748.74,10153.92,101307.61,160821.29,203203.52,195049.56,104535.14,166658.06,127146.36
254,13990909,71480.1,113630.76,10154.92,103061.09,163954.02,212214.18,198815.71,106410.12,172085.17,130918.35
255,13990910,74197.25,119079.79,10150.91,104483.96,169412.25,219518.39,205326.97,109096.95,179298.67,136327.79
256,13990911,74643.88,120948.64,10153.92,104759.48,168754.12,220256.18,205310.18,108768.35,178492.86,136210.83
257,13990912,73555.84,122173.09,10171.93,105618.51,169487.77,217807.03,205335.86,109444.89,175842.41,135859.95
258,13990915,74049.69,121845.61,10201.96,106069.18,170401.89,219245.28,208058.26,110450.03,177735.59,138179.68
259,13990916,76021.14,125225.09,10200.96,106725.51,172490.05,223438.2,214385.86,111841.77,183094.74,146133.03
260,13990917,75233.15,126317.01,10204.96,106901.64,171975.12,225544.49,211354.38,111484.17,182813.19,145255.82
261,13990918,74354.65,127211.09,10215.97,107039.4,172206.59,223337.02,210417.29,111532.5,181453.99,144017.98
262,13990919,74815.05,131801.58,10228.98,106933.13,174141.74,225268.43,211170.71,111783.78,181987.96,143530.64
263,13990922,75907.03,134512.65,10236.99,109043.81,176929.22,229269.79,213749.94,113600.78,184162.69,145645.69
264,13990923,74697.0,130120.0,10248.0,108540.0,173106.0,226242.0,212250.0,114200.0,181920.0,144710.0
265,13990925,70848.0,124612.0,10246.0,106341.0,161064.0,213066.0,199534.0,108170.0,167240.0,133980.0
266,13990926,73288.0,128678.0,10257.0,107150.0,168961.0,214560.0,203329.0,110280.0,173130.0,138300.0
267,13990929,76116.0,131272.0,10265.0,107598.0,175269.0,222368.0,210816.0,111950.0,179760.0,144530.0
268,13990930,75564.0,131115.0,10278.0,108391.0,175525.0,220442.0,211721.0,112600.0,178630.0,143110.0
269,13991001,75952.0,130833.0,10128.0,109491.0,176181.0,220522.0,214365.0,112700.0,178330.0,143860.0
270,13991002,76424.0,130154.0,10133.0,111183.0,176244.0,225723.0,215985.0,112870.0,177100.0,144080.0
271,13991003,76524.0,132427.0,10140.0,112480.0,176897.0,228899.0,215949.0,114310.0,178220.0,149320.0
272,13991006,75307.0,134067.0,10150.0,113901.0,174500.0,227190.0,215241.0,113060.0,173310.0,144990.0
273,13991007,74354.0,132707.0,10158.0,114745.0,174147.0,225957.0,215392.0,112250.0,170500.0,144570.0
274,13991008,75371.0,132498.0,10162.0,114656.0,175510.0,226497.0,216874.0,112560.0,172560.0,144220.0
275,13991009,74619.0,131514.0,10163.0,114869.0,173719.0,224267.0,213838.0,111700.0,170500.0,144170.0
276,13991010,73370.0,131198.0,10167.0,114753.0,174744.0,223417.0,212943.0,109300.0,167690.0,141920.0
277,13991013,70224.0,123573.0,10175.0,112078.0,169737.0,214361.0,205931.0,106790.0,160680.0,137080.0
278,13991014,71607.0,126235.0,10182.0,112539.0,172537.0,215510.0,210450.0,106840.0,163500.0,139750.0
279,13991015,72723.0,128137.0,10195.0,112493.0,173965.0,214586.0,213410.0,107920.0,166020.0,141040.0
280,13991016,71087.0,129798.0,10199.0,112732.0,172131.0,212115.0,214140.0,107180.0,167280.0,138990.0
281,13991017,68678.0,128751.0,10210.0,110956.0,166286.0,205753.0,207916.0,104340.0,160520.0,135840.0
282,13991020,67936.0,127013.0,10215.0,109347.0,164241.0,202645.0,210262.0,102550.0,154570.0,133140.0
283,13991021,70916.0,126990.0,10220.0,109516.0,171680.0,207058.0,212187.0,106120.0,161460.0,136560.0
284,13991022,69971.0,126077.0,10224.0,110188.0,168413.0,203903.0,210557.0,104150.0,157700.0,136530.0
285,13991023,65982.0,122419.0,10232.0,108656.0,163081.0,198735.0,205304.0,101690.0,148440.0,132520.0
286,13991024,64858.0,117915.0,10233.0,106598.0,162362.0,191444.0,200311.0,99220.0,148980.0,130270.0
287,13991027,60920.0,112241.0,10233.0,103421.0,151621.0,177551.0,191759.0,95190.0,137920.0,122440.0
288,13991029,57768.0,108496.0,10241.0,101542.0,142572.0,165197.0,185631.0,92000.0,125790.0,120200.0
289,13991030,62543.0,112563.0,10247.0,103484.0,152925.0,178439.0,194861.0,96250.0,135880.0,124790.0
290,13991101,67987.0,114818.0,10108.0,104974.0,162813.0,191474.0,203913.0,98010.0,146070.0,129470.0
291,13991104,71056.0,117559.0,10121.0,106979.0,170274.0,198226.0,209671.0,100600.0,157390.0,131120.0
292,13991105,68241.0,115077.0,10126.0,106365.0,166700.0,191632.0,211000.0,99020.0,152820.0,129340.0
293,13991106,67186.0,114201.0,10132.0,105141.0,166074.0,188711.0,204165.0,100070.0,149650.0,127830.0
294,13991107,65565.0,109591.0,10135.0,102627.0,163455.0,179994.0,200792.0,98860.0,143940.0,124560.0
295,13991108,65797.0,108567.0,10140.0,103404.0,161744.0,179471.0,199576.0,97720.0,141820.0,121960.0
296,13991111,70350.0,115183.0,10144.0,104704.0,172979.0,189650.0,206563.0,102260.0,151450.0,128570.0
297,13991112,68985.0,115113.0,10150.0,105218.0,172345.0,190093.0,203050.0,100110.0,152630.0,127280.0
298,13991113,67142.0,111684.0,10162.0,104192.0,164528.0,184475.0,201481.0,99930.0,147960.0,124670.0
299,13991114,65960.0,111113.0,10169.0,101076.0,162816.0,178775.0,199457.0,98360.0,141940.0,122380.0
300,13991115,65382.0,110905.0,10172.0,102506.0,161420.0,175516.0,197417.0,96640.0,139870.0,121280.0
301,13991118,62679.0,109241.0,10183.0,100447.0,155803.0,166147.0,189236.0,92770.0,132780.0,115060.0
302,13991119,68107.0,113125.0,10188.0,102621.0,166308.0,178077.0,201431.0,99770.0,145020.0,126350.0
303,13991120,65629.0,109048.0,10197.0,102742.0,164067.0,174679.0,200721.0,96080.0,141130.0,123020.0
304,13991121,65672.0,109731.0,10207.0,102907.0,165115.0,177052.0,201733.0,98870.0,143110.0,122990.0
305,13991125,68767.0,115317.0,10220.0,105562.0,172262.0,185211.0,210307.0,101850.0,150420.0,128520.0
306,13991126,67168.0,113889.0,10231.0,105127.0,170849.0,182745.0,208081.0,99100.0,148520.0,126210.0
307,13991127,66455.0,113425.0,10238.0,104894.0,168009.0,185859.0,205647.0,100850.0,147120.0,125030.0
308,13991128,65455.0,111106.0,10241.0,103812.0,163701.0,183951.0,202581.0,100040.0,142880.0,124320.0
309,13991129,65621.0,111111.0,10259.0,104300.0,161661.0,182533.0,200432.0,99040.0,140280.0,123190.0
310,13991202,65049.0,110008.0,10094.0,103742.0,159457.0,182662.0,196179.0,97600.0,136170.0,122500.0
311,13991203,63433.0,109123.0,10097.0,102600.0,153906.0,179624.0,193431.0,97580.0,131440.0,121620.0
312,13991204,62592.0,108404.0,10099.0,101907.0,150424.0,178598.0,189005.0,97000.0,128280.0,117920.0
313,13991205,64263.0,110648.0,10099.0,102399.0,155048.0,180814.0,193952.0,98480.0,133540.0,118560.0
314,13991206,64900.0,111303.0,10108.0,103661.0,156143.0,179585.0,196499.0,96220.0,134860.0,118270.0
315,13991209,62707.0,108319.0,10122.0,102923.0,153163.0,177553.0,193460.0,95020.0,131090.0,117180.0
316,13991210,61906.0,108132.0,10127.0,101565.0,150365.0,173810.0,191452.0,93900.0,126160.0,113650.0
317,13991211,63121.0,109686.0,10129.0,101795.0,154011.0,177348.0,194102.0,94650.0,130420.0,114470.0
318,13991212,63794.0,111198.0,10134.0,101520.0,156595.0,178693.0,196743.0,95810.0,132990.0,116560.0
319,13991213,62425.0,109223.0,10138.0,100959.0,153817.0,176537.0,196182.0,94170.0,131140.0,118220.0
320,13991216,61553.0,108736.0,10155.0,101676.0,151921.0,175019.0,192857.0,94210.0,130820.0,118000.0
321,13991217,62664.0,108898.0,10159.0,99764.0,154058.0,175466.0,197013.0,93550.0,131990.0,118330.0
322,13991218,64370.0,110739.0,10167.0,101851.0,158035.0,178186.0,201547.0,95560.0,135170.0,119760.0
323,13991219,65007.0,109073.0,10175.0,102368.0,159424.0,179235.0,207423.0,96600.0,135310.0,122920.0
324,13991220,64711.0,108385.0,10184.0,101126.0,158241.0,177543.0,204809.0,95590.0,134310.0,121050.0
325,13991223,66202.0,109030.0,10193.0,102468.0,161125.0,180056.0,210337.0,98030.0,136750.0,123270.0
326,13991224,67100.0,109082.0,10208.0,103169.0,164207.0,181514.0,211053.0,98390.0,138450.0,126060.0
327,13991225,67577.0,109025.0,10210.0,104068.0,165913.0,182935.0,209461.0,99710.0,138450.0,124220.0
328,13991226,70832.0,110242.0,10070.0,104785.0,172290.0,189549.0,215671.0,100620.0,142570.0,129720.0
329,13991227,72251.0,110307.0,10097.0,106042.0,174115.0,190455.0,218519.0,102920.0,143010.0,131350.0
330,14000107,72735.0,109701.0,10122.0,106211.0,175768.0,194555.0,218257.0,103760.0,145170.0,132330.0
331,14000108,72124.0,110007.0,10125.0,108961.0,177419.0,191773.0,216289.0,102310.0,144500.0,131370.0
332,14000110,71688.0,110505.0,10131.0,108822.0,177552.0,191272.0,217891.0,101450.0,144180.0,131350.0
333,14000111,70543.0,109470.0,10137.0,108343.0,177274.0,188131.0,215643.0,100930.0,144530.0,130060.0
334,14000114,69114.0,111996.0,10145.0,107379.0,172533.0,186601.0,213043.0,99680.0,140400.0,128910.0
335,14000115,67532.0,113380.0,10154.0,106894.0,165966.0,182604.0,209048.0,97660.0,135250.0,124510.0
336,14000116,68498.0,113079.0,10157.0,106282.0,166425.0,184070.0,210668.0,97740.0,135890.0,125680.0
337,14000117,68440.0,113005.0,10163.0,107608.0,165358.0,183866.0,212005.0,98010.0,135420.0,125830.0
338,14000118,66538.0,113013.0,10172.0,106821.0,162466.0,182074.0,208693.0,97330.0,133700.0,125830.0
339,14000121,64385.0,109840.0,10184.0,104978.0,159567.0,179345.0,205725.0,97140.0,128630.0,124940.0
340,14000122,64124.0,109608.0,10185.0,103908.0,160539.0,178544.0,204639.0,96650.0,128410.0,124070.0
341,14000123,65128.0,110173.0,10181.0,103457.0,162558.0,178286.0,205741.0,97410.0,130100.0,124450.0
342,14000124,67341.0,110873.0,10185.0,105934.0,169036.0,183631.0,210985.0,98360.0,136250.0,127610.0
343,14000125,66692.0,109232.0,10188.0,103925.0,169498.0,181126.0,208005.0,96600.0,133990.0,125630.0
344,14000128,64315.0,108189.0,10194.0,103991.0,167126.0,177462.0,205303.0,95920.0,130420.0,124610.0
345,14000129,62574.0,108833.0,10202.0,103154.0,163397.0,176942.0,203936.0,95420.0,127460.0,123240.0
346,14000130,64197.0,110302.0,10205.0,103843.0,165502.0,177553.0,203327.0,94770.0,128350.0,122980.0
347,14000131,65571.0,109071.0,10213.0,103256.0,167679.0,177620.0,204455.0,95230.0,130490.0,124020.0
348,14000201,63875.0,108300.0,10051.0,102460.0,165762.0,176599.0,202571.0,94440.0,127940.0,122230.0
349,14000204,63386.0,108177.0,10058.0,102252.0,165161.0,176076.0,200243.0,93750.0,127460.0,121020.0
350,14000205,62161.0,107953.0,10062.0,101227.0,163166.0,175075.0,198032.0,92960.0,126040.0,120010.0
351,14000206,63467.0,107652.0,10067.0,101525.0,163944.0,175541.0,200247.0,92700.0,128120.0,120140.0
352,14000207,65034.0,107793.0,10075.0,102895.0,166496.0,177863.0,203421.0,94440.0,131690.0,121850.0
353,14000208,65841.0,107922.0,10085.0,103837.0,168127.0,178076.0,204899.0,95000.0,132310.0,122890.0
354,14000211,64392.0,107053.0,10093.0,103837.0,165550.0,176913.0,201257.0,94050.0,130470.0,122900.0
355,14000212,63065.0,106960.0,10095.0,103837.0,163449.0,174786.0,198505.0,92710.0,127880.0,124890.0
356,14000213,62662.0,106030.0,10097.0,101464.0,161766.0,173993.0,196382.0,90330.0,127510.0,121260.0
357,14000215,63322.0,106321.0,10098.0,102050.0,162338.0,174288.0,197558.0,90580.0,127730.0,121240.0
358,14000218,62279.0,106000.0,10107.0,103773.0,160609.0,174064.0,197494.0,90290.0,126550.0,121590.0
359,14000219,61132.0,106000.0,10112.0,102390.0,158065.0,172017.0,192219.0,90210.0,125020.0,120620.0
360,14000220,62312.0,106120.0,10115.0,102499.0,158617.0,172153.0,191183.0,90610.0,126170.0,121880.0
361,14000221,64006.0,107103.0,10122.0,103186.0,161630.0,173629.0,195196.0,92590.0,129850.0,123670.0
362,14000222,63930.0,105900.0,10129.0,103233.0,161847.0,172254.0,197528.0,91820.0,128640.0,124080.0
363,14000225,64593.0,107339.0,10136.0,103336.0,163567.0,171867.0,199891.0,91560.0,130950.0,125240.0
364,14000226,64335.0,106856.0,10149.0,104513.0,162903.0,172313.0,200042.0,91970.0,129810.0,124320.0
365,14000227,63224.0,105513.0,10156.0,102081.0,162017.0,170723.0,198484.0,91330.0,128610.0,123400.0
366,14000228,63904.0,106481.0,10161.0,102278.0,162265.0,174853.0,198231.0,90840.0,128760.0,123760.0
367,14000229,62532.0,106066.0,10165.0,102662.0,156736.0,170765.0,195765.0,90240.0,127570.0,122940.0
368,14000301,61241.0,102943.0,10024.0,100216.0,152742.0,169148.0,191964.0,86700.0,125760.0,121760.0
369,14000302,59963.0,100066.0,10027.0,98827.0,147446.0,167022.0,188054.0,84230.0,122000.0,120050.0
370,14000303,59742.0,99221.0,10030.0,101299.0,144437.0,164237.0,187049.0,83330.0,120430.0,116920.0
371,14000304,61016.0,98167.0,10034.0,101469.0,145141.0,166204.0,189870.0,84140.0,121880.0,116300.0
372,14000305,61008.0,97100.0,10037.0,101819.0,145590.0,166921.0,191873.0,83780.0,121320.0,116620.0
373,14000308,64106.0,100184.0,10035.0,101830.0,150752.0,169549.0,198679.0,85980.0,126280.0,121410.0
374,14000309,65397.0,101927.0,10038.0,103644.0,154159.0,169479.0,200844.0,87320.0,131090.0,123500.0
375,14000310,64313.0,99823.0,10063.0,101636.0,155815.0,165394.0,196454.0,86340.0,127810.0,120800.0
376,14000311,63692.0,99069.0,10068.0,102531.0,154644.0,165329.0,195329.0,86420.0,128070.0,120260.0
377,14000312,64645.0,101167.0,10075.0,102382.0,156512.0,167496.0,198709.0,87720.0,130210.0,121420.0
378,14000317,65133.0,100539.0,10086.0,102874.0,157381.0,169078.0,198302.0,87720.0,130530.0,122390.0
379,14000318,65500.0,101034.0,10087.0,103818.0,157895.0,168839.0,200232.0,87780.0,132300.0,123540.0
380,14000319,64464.0,98143.0,10093.0,103339.0,155166.0,167437.0,196582.0,86360.0,130070.0,122540.0
381,14000322,64640.0,99000.0,10102.0,102334.0,154703.0,166902.0,195663.0,86630.0,131040.0,122070.0
382,14000323,64540.0,98377.0,10112.0,102453.0,152843.0,166008.0,196493.0,87080.0,130640.0,122380.0
383,14000324,65164.0,99000.0,10114.0,103399.0,154800.0,166284.0,197775.0,86380.0,130240.0,122180.0
384,14000325,64560.0,99000.0,10117.0,102110.0,153309.0,165649.0,197742.0,87160.0,130110.0,121670.0
385,14000326,64125.0,98098.0,10132.0,102110.0,152619.0,165509.0,197317.0,86160.0,129750.0,120670.0
386,14000329,64850.0,98235.0,10143.0,102279.0,154602.0,165918.0,199140.0,87280.0,132400.0,122040.0
387,14000330,64458.0,99175.0,10148.0,102416.0,155358.0,165644.0,203051.0,86880.0,132340.0,121520.0
388,14000331,64488.0,99738.0,10155.0,102452.0,157044.0,165302.0,204087.0,86380.0,132690.0,121460.0
389,14000401,65241.0,100816.0,10007.0,103792.0,157236.0,165978.0,205295.0,87400.0,135130.0,123540.0
390,14000402,66734.0,101755.0,10009.0,105935.0,157940.0,167892.0,208409.0,90680.0,138170.0,125700.0
391,14000405,69848.0,103125.0,10017.0,106837.0,160160.0,171618.0,215952.0,93340.0,143080.0,128210.0
392,14000406,70176.0,103491.0,10025.0,107589.0,160652.0,171652.0,215401.0,92700.0,142480.0,129040.0
393,14000407,69704.0,102626.0,10030.0,107167.0,159416.0,172965.0,215313.0,92280.0,143030.0,129520.0
394,14000408,70134.0,102972.0,10031.0,107944.0,161357.0,174195.0,216404.0,92870.0,145610.0,130620.0
395,14000409,70667.0,104605.0,10037.0,108134.0,162988.0,174759.0,218966.0,93260.0,149080.0,131880.0
